,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AADT,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,Weather Data,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,,,,,Indicator Variables,,,,,,,,,,,,Estimates Based on Exposure Models,,,,,,,,,,,,,,,,,,,,,,Crash Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,CA,Los Angeles,LA-8627_Leg-1,34.046647850000000,-118.2520318,CA_8627,8627,4SG 1x2,2021,2022,Yes,Yes,Present,1,Maj1,Broadway,NB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Signed or marked shared roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Three lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,35,4/4 - yes,Downtown LA (SR 10/23/25),3,0,0,0,11,27200,25908,24616,23325,22851,22377,21904,21904,21904,21904,21904,20780,21343,22036,22623,23583,24995,27977,28175,30699,31649,31649,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.027609761,0.021946393,0.015396844,0.015668824,0.013822949,0.005184331,0.006092111,0.005581928,0.004752921,0.006708314,0.006708314,0.154920922,0.168131994,0.169175279,0.174843767,0.189360853,0.208364602,0.202832283,0.168514937,0.169053585,0.16800442,0.16800442,264,190,2,297,No,Yes,No,No,No,No,No,No,No,Yes,No,No,762,782,701,740,795,714,567,508,740,760,760,11544,11681,11846,11984,12205,12522,7884,7908,6890,6983,6983,0,2,0,0,2,2,1,0,1,0,0,8,0,2,0,0,1,2,1,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
970,CA,Los Angeles,LA-8627_Leg-2,34.046647850000000,-118.2520318,CA_8627,8627,4SG 1x2,2021,2022,Yes,Yes,Present,2,Maj2,Broadway,SB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Signed or marked shared roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Three lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,35,4/4 - yes,Downtown LA (SR 10/23/25),3,,,,11,27200,24054,20909,17764,19144,20524,21904,21904,21904,21904,21904,20780,21343,22036,22623,23583,24995,27977,28175,30699,31649,31649,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.027609761,0.021946393,0.015396844,0.015668824,0.013822949,0.005184331,0.006092111,0.005581928,0.004752921,0.006708314,0.006708314,0.154920922,0.168131994,0.169175279,0.174843767,0.189360853,0.208364602,0.202832283,0.168514937,0.169053585,0.16800442,0.16800442,264,190,2,297,No,Yes,No,No,No,No,No,No,No,Yes,No,No,762,819,775,877,887,754,567,508,740,760,760,11544,11681,11846,11984,12205,12522,7884,7908,6890,6983,6983,0,2,0,0,2,2,1,0,1,0,0,8,0,2,0,0,1,2,1,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
971,CA,Los Angeles,LA-8627_Leg-3,34.046647850000000,-118.2520318,CA_8627,8627,4SG 1x2,2021,2022,Yes,Yes,Present,3,Min1,6th St,EB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Signed or marked shared roadway,Bicycle path and signalized without refuge,None,One side,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,35,4/4 - yes,Downtown LA (SR 10/23/25),3,,,,4,2550,9082,15614,22147,23580,25013,26447,26447,26447,26447,26447,20780,21343,22036,22623,23583,24995,27977,28175,30699,31649,31649,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.027609761,0.021946393,0.015396844,0.015668824,0.013822949,0.005184331,0.006092111,0.005581928,0.004752921,0.006708314,0.006708314,0.154920922,0.168131994,0.169175279,0.174843767,0.189360853,0.208364602,0.202832283,0.168514937,0.169053585,0.16800442,0.16800442,264,190,2,297,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,2297,1039,644,530,540,462,350,313,456,469,469,9246,9355,9488,9598,9775,10029,6314,6334,5518,5593,5593,0,2,0,0,2,2,1,0,1,0,0,8,0,2,0,0,1,2,1,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
972,CA,Los Angeles,LA-8627_Leg-4,34.046647850000000,-118.2520318,CA_8627,8627,4SG 1x2,2021,2022,Yes,Yes,Present,4,Min2,6th St,WB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Signed or marked shared roadway,Bicycle path and signalized without refuge,None,One side,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,35,4/4 - yes,Downtown LA (SR 10/23/25),3,,,,4,2550,9082,15614,22147,23580,25013,26447,26447,26447,26447,26447,20780,21343,22036,22623,23583,24995,27977,28175,30699,31649,31649,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,107614,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.027609761,0.021946393,0.015396844,0.015668824,0.013822949,0.005184331,0.006092111,0.005581928,0.004752921,0.006708314,0.006708314,0.154920922,0.168131994,0.169175279,0.174843767,0.189360853,0.208364602,0.202832283,0.168514937,0.169053585,0.16800442,0.16800442,264,190,2,297,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,2297,1039,644,530,540,462,350,313,456,469,469,9246,9355,9488,9598,9775,10029,6314,6334,5518,5593,5593,0,2,0,0,2,2,1,0,1,0,0,8,0,2,0,0,1,2,1,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
973,CA,Los Angeles,LA-8632_Leg-1,34.046559920000000,-118.2590246,CA_8632,8632,4SG 1x2,2014,2017,Yes,Yes,Present,1,Min1,S Hope St,NB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Four lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,50,4/4 - yes,Downtown LA (SR 10/23/25),4,1,2,0,11,8150,11354,14559,17764,12758,7752,2746,2746,2746,2746,2746,14960,16126,17150,18248,19412,20795,23987,25675,27892,30214,30214,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.010150204,0.012387242,0.007200187,0.008223213,0.007912445,0.006160579,0.003833767,0.003181589,0.002669904,0.003723882,0.003723882,0.128974552,0.135104027,0.149701609,0.155335886,0.169174532,0.183945895,0.172144505,0.131857004,0.132454386,0.130155907,0.130155907,69,50,0,255,No,Yes,No,No,No,No,No,No,No,No,No,No,485,543,508,530,565,537,373,327,480,484,484,10541,10895,11194,11504,11822,12186,7774,8010,6970,7220,7220,0,1,1,4,3,1,0,0,1,0,0,11,0,1,1,4,0,1,0,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,4,1,0,0,0,1,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
974,CA,Los Angeles,LA-8632_Leg-2,34.046559920000000,-118.2590246,CA_8632,8632,4SG 1x2,2014,2017,Yes,Yes,Present,2,Min2,S Hope St,SB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Five lanes,Centerline only (no median),Not present,Conventional right-turn lane,0,Permitted,Both sides,50,4/4 - yes,Downtown LA (SR 10/23/25),5,,,,11,8150,11354,14559,17764,12758,7752,2746,2746,2746,2746,2746,14960,16126,17150,18248,19412,20795,23987,25675,27892,30214,30214,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.010150204,0.012387242,0.007200187,0.008223213,0.007912445,0.006160579,0.003833767,0.003181589,0.002669904,0.003723882,0.003723882,0.128974552,0.135104027,0.149701609,0.155335886,0.169174532,0.183945895,0.172144505,0.131857004,0.132454386,0.130155907,0.130155907,69,50,0,255,No,Yes,No,No,No,No,No,No,No,No,No,No,485,543,508,530,565,537,373,327,480,484,484,10541,10895,11194,11504,11822,12186,7774,8010,6970,7220,7220,0,1,1,4,3,1,0,0,1,0,0,11,0,1,1,4,0,1,0,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,4,1,0,0,0,1,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
975,CA,Los Angeles,LA-8632_Leg-3,34.046559920000000,-118.2590246,CA_8632,8632,4SG 1x2,2014,2017,Yes,Yes,Present,3,Maj1,W 8th St,EB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Four lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,50,4/4 - yes,Downtown LA (SR 10/23/25),4,,,,11,24800,27195,29590,31985,21473,10961,450,450,450,450,450,14960,16126,17150,18248,19412,20795,23987,25675,27892,30214,30214,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.010150204,0.012387242,0.007200187,0.008223213,0.007912445,0.006160579,0.003833767,0.003181589,0.002669904,0.003723882,0.003723882,0.128974552,0.135104027,0.149701609,0.155335886,0.169174532,0.183945895,0.172144505,0.131857004,0.132454386,0.130155907,0.130155907,69,50,0,255,No,Yes,No,No,Yes,No,No,No,No,No,No,No,355,393,364,378,402,379,237,208,304,307,307,8442,8726,8966,9214,9468,9760,6226,6416,5582,5782,5782,0,1,1,4,3,1,0,0,1,0,0,11,0,1,1,4,0,1,0,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,4,1,0,0,0,1,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
976,CA,Los Angeles,LA-8632_Leg-4,34.046559920000000,-118.2590246,CA_8632,8632,4SG 1x2,2014,2017,Yes,Yes,Present,4,Maj2,W 8th St,WB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Four lanes,One-way roadway (no median),Present,Conventional right-turn lane,0,Permitted,Both sides,50,4/4 - yes,Downtown LA (SR 10/23/25),4,,,,11,24800,27195,29590,31985,21473,10961,450,450,450,450,450,14960,16126,17150,18248,19412,20795,23987,25675,27892,30214,30214,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,123686,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.010150204,0.012387242,0.007200187,0.008223213,0.007912445,0.006160579,0.003833767,0.003181589,0.002669904,0.003723882,0.003723882,0.128974552,0.135104027,0.149701609,0.155335886,0.169174532,0.183945895,0.172144505,0.131857004,0.132454386,0.130155907,0.130155907,69,50,0,255,No,Yes,No,No,Yes,No,No,No,No,No,No,No,355,393,364,378,402,379,237,208,304,307,307,8442,8726,8966,9214,9468,9760,6226,6416,5582,5782,5782,0,1,1,4,3,1,0,0,1,0,0,11,0,1,1,4,0,1,0,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,4,1,0,0,0,1,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
985,CA,Los Angeles,LA-8668_Leg-1,34.044427760000000,-118.240728,CA_8668,8668,4SG 1x2,2014,2017,Yes,Yes,Present,1,Min1,Towne Ave,NB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Extra wide outside lane ? 14 ft,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,40,4/4 - yes,Downtown LA (SR 10/23/25); Wide outside lane to accommodate parking?,2,0,0,0,11,1500,1506,1513,1520,1163,806,450,450,450,450,450,14202,14966,15187,15499,16364,17377,17058,17044,18612,17583,17583,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.046896934,0.03018941,0.021864901,0.018979072,0.016343651,0.006330364,0.005356809,0.004893147,0.003693038,0.003345887,0.003345887,0.092418825,0.107978089,0.111875214,0.121648909,0.133680623,0.141286483,0.134868458,0.12511939,0.117943706,0.129623173,0.129623173,433,245,1,83,No,Yes,No,No,No,Yes,No,No,No,No,No,No,381,322,274,270,277,228,168,162,230,237,237,1781,1823,1834,1851,1896,1946,1157,1156,1008,983,983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,CA,Los Angeles,LA-8668_Leg-2,34.044427760000000,-118.240728,CA_8668,8668,4SG 1x2,2014,2017,Yes,Yes,Present,2,Min2,Towne Ave,SB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Extra wide outside lane ? 14 ft,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,40,4/4 - yes,Downtown LA (SR 10/23/25); Wide outside lane to accommodate parking?,2,,,,11,1500,1506,1513,1520,1163,806,450,450,450,450,450,14202,14966,15187,15499,16364,17377,17058,17044,18612,17583,17583,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.046896934,0.03018941,0.021864901,0.018979072,0.016343651,0.006330364,0.005356809,0.004893147,0.003693038,0.003345887,0.003345887,0.092418825,0.107978089,0.111875214,0.121648909,0.133680623,0.141286483,0.134868458,0.12511939,0.117943706,0.129623173,0.129623173,433,245,1,83,No,Yes,No,No,No,Yes,No,No,No,No,No,No,381,322,274,270,277,228,168,162,230,237,237,1781,1823,1834,1851,1896,1946,1157,1156,1008,983,983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,CA,Los Angeles,LA-8668_Leg-3,34.044427760000000,-118.240728,CA_8668,8668,4SG 1x2,2014,2017,Yes,Yes,Present,3,Maj1,E 4th St,EB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Extra wide outside lane ? 14 ft,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Four lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,40,4/4 - yes,Downtown LA (SR 10/23/25); Wide outside lane to accommodate parking?,4,,,,11,32800,36295,39791,43287,43172,43057,42943,42943,42943,42943,42943,14202,14966,15187,15499,16364,17377,17058,17044,18612,17583,17583,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.046896934,0.03018941,0.021864901,0.018979072,0.016343651,0.006330364,0.005356809,0.004893147,0.003693038,0.003345887,0.003345887,0.092418825,0.107978089,0.111875214,0.121648909,0.133680623,0.141286483,0.134868458,0.12511939,0.117943706,0.129623173,0.129623173,433,245,1,83,No,Yes,No,No,No,No,No,No,No,No,No,No,593,504,431,426,443,372,282,272,385,397,397,2204,2255,2270,2290,2346,2409,1431,1431,1248,1217,1217,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,CA,Los Angeles,LA-8668_Leg-4,34.044427760000000,-118.240728,CA_8668,8668,4SG 1x2,2014,2017,Yes,Yes,Present,4,Maj2,E 4th St,WB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Extra wide outside lane ? 14 ft,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Four lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,40,4/4 - yes,Downtown LA (SR 10/23/25); Wide outside lane to accommodate parking?,4,,,,11,32800,36295,39791,43287,43172,43057,42943,42943,42943,42943,42943,14202,14966,15187,15499,16364,17377,17058,17044,18612,17583,17583,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,17720,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.046896934,0.03018941,0.021864901,0.018979072,0.016343651,0.006330364,0.005356809,0.004893147,0.003693038,0.003345887,0.003345887,0.092418825,0.107978089,0.111875214,0.121648909,0.133680623,0.141286483,0.134868458,0.12511939,0.117943706,0.129623173,0.129623173,433,245,1,83,No,Yes,No,No,No,No,No,No,No,No,No,No,593,504,431,426,443,372,282,272,385,397,397,2204,2255,2270,2290,2346,2409,1431,1431,1248,1217,1217,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,CA,Los Angeles,LA-8672_Leg-1,34.044383470000000,-118.2627775,CA_8672,8672,4SG 1x2,2014,2017,Yes,Yes,Present,1,Min1,Flower St,NB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,One side,Four lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,Downtown LA (SR 10/23/25),4,1,1,0,11,18900,18627,18355,18083,12102,6121,141,141,141,141,141,12279,13147,14295,15086,16531,18082,19877,21609,23936,25952,25952,77862,77862,77862,77862,77862,77862,77862,77862,77862,77862,77862,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.007669275,0.011015742,0.008586805,0.008055356,0.007452508,0.008410546,0.003499971,0.00428981,0.005623085,0.003980177,0.003980177,0.10946282,0.11784979,0.133469114,0.134658779,0.146238041,0.166456558,0.158818953,0.119079266,0.12344085,0.126942825,0.126942825,200,210,1,175,No,Yes,No,No,No,No,No,No,No,No,No,No,422,475,459,457,480,479,284,255,389,383,383,5195,5353,5554,5688,5921,6160,3847,3992,3503,3630,3630,0,0,1,0,0,0,2,0,2,0,0,5,0,0,1,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,CA,Los Angeles,LA-8672_Leg-2,34.044383470000000,-118.2627775,CA_8672,8672,4SG 1x2,2014,2017,Yes,Yes,Present,2,Min2,Flower St,SB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Five lanes,One-way roadway (no median),Not present,Conventional right-turn lane,0,Permitted,Both sides,60,4/4 - yes,Downtown LA (SR 10/23/25),5,,,,11,18900,18627,18355,18083,12102,6121,141,141,141,141,141,12279,13147,14295,15086,16531,18082,19877,21609,23936,25952,25952,77862,77862,77862,77862,77862,77862,77862,77862,77862,77862,77862,1.8,1.6,1.8,1.8,1.6,1.8,1.6,1.6,1.6,1.6,1.6,0.007669275,0.011015742,0.008586805,0.008055356,0.007452508,0.008410546,0.003499971,0.00428981,0.005623085,0.003980177,0.003980177,0.10946282,0.11784979,0.133469114,0.134658779,0.146238041,0.166456558,0.158818953,0.119079266,0.12344085,0.126942825,0.126942825,200,210,1,175,No,Yes,No,No,No,No,No,No,No,No,No,No,422,475,459,457,480,479,284,255,389,383,383,5195,5353,5554,5688,5921,6160,3847,3992,3503,3630,3630,0,0,1,0,0,0,2,0,2,0,0,5,0,0,1,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
