,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AADT,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,Weather Data,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,,,,,Indicator Variables,,,,,,,,,,,,Estimates Based on Exposure Models,,,,,,,,,,,,,,,,,,,,,,Crash Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,WA,Seattle,30407-14938,47.60169207546547,-122.3129124,WA_30407,30407,4ST 2x2,2014,2024,Yes,Yes,Present,2,Maj1,E YESLER WAY,EB,Two-way,25 mph,25,School zone static signs or road markings present,No crossing facility,Dedicated bicycle lane on roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Present,40,4/4 - yes,,2,,,,11,7500,8300,8300,8300,8300,8300,5800,6200,5100,5100,5100,13884.33256,13926.87092,13831.63372,13905.16432,14142.4891,14235.15861,16043.96917,16627.01861,16794.98078,17733.10554,17733.10554,8279.965209,8566.491228,8712.93786,8956.166613,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.041452635,0.049645741,0.058927527,0.179797778,0.06260198,0.051547709,0.033717313,0.024977915,0.019675722,0.017915518,0.017915518,0.196903756,0.209564329,0.185762099,0.051822768,0.212419128,0.210990619,0.195014381,0.188129301,0.197750061,0.176722271,0.176722271,211.20607,223.509691,0,10,No,No,No,No,No,Yes,No,No,No,No,Yes,No,1449,1795,1589,7222,1826,1862,819,703,1182,1080,990,942,947,946,951,965,968,611,621,523,536,536,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,WA,Seattle,30407-1986,47.60170571871331,-122.3128921,WA_30407,30407,4ST 2x2,2014,2024,Yes,Yes,Present,3,Min2,15TH AVE,SB,Two-way,20 mph,20,School zone static signs or road markings present,No crossing facility,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Present,40,4/4 - yes,,2,,,,11,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,1215.981572,13886.06918,13929.07303,13835.62752,13913.82722,14151.89951,14245.23434,16048.00381,16631.221,16795.83408,17732.38732,17732.38732,8279.965209,8566.491228,8712.93786,8956.166613,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.041491167,0.049694608,0.058986933,0.179530986,0.062685612,0.0516279,0.033748646,0.025003174,0.019716142,0.017943358,0.017943358,0.196702982,0.2092724,0.185515868,0.051901974,0.212246855,0.210867359,0.195023794,0.188149277,0.197836838,0.176724208,0.176724208,212.839452,225.419412,0,10,No,No,No,No,No,Yes,No,No,No,No,No,No,853,1052,931,4215,1071,1091,489,418,710,648,594,941,946,945,950,964,967,611,620,523,535,535,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,WA,Seattle,30407-14939,47.60169198189917,-122.312872,WA_30407,30407,4ST 2x2,2014,2024,Yes,Yes,Present,4,Maj2,E YESLER WAY,WB,Two-way,25 mph,25,School zone static signs or road markings present,No crossing facility,Dedicated bicycle lane on roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Present,40,4/4 - yes,,2,,,,11,7500,8300,8300,8300,8300,8300,5800,6200,5100,5100,5100,13870.37499,13913.67117,13820.0953,13899.57318,14137.14518,14229.64095,16032.72676,16614.25326,16777.51082,17711.18192,17711.18192,8279.965209,8566.491228,8712.93786,8956.166613,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,9496.108977,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.041536452,0.049702645,0.058982848,0.179132178,0.062634871,0.051593912,0.033760944,0.02502285,0.019719822,0.01797034,0.01797034,0.196189883,0.208761667,0.185060303,0.051866532,0.21170943,0.210403445,0.194531006,0.187689027,0.197423428,0.176330192,0.176330192,211.448826,226.409619,0,10,No,No,No,No,No,Yes,No,No,No,No,Yes,No,1448,1793,1587,7148,1823,1859,818,702,1182,1079,990,940,945,944,949,964,966,610,620,522,535,535,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,WA,Seattle,30413-13768,47.601706069630815,-122.3207724,WA_30413,30413,3SG 2x2,2014,2024,Yes,Yes,Present,1,Maj1,YESLER WAY,EB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,One Side,Two lanes,Physical median width ? 3 ft,Not present,Not present,0,Permitted,Present,60,3/3 - yes,,2,0,0,1,11,8861.71857,7500,7500,7500,10000,10000,10000,7700,7700,7700,7700,16619.73094,17002.71102,17196.60886,16980.51709,17374.33221,17698.46714,19074.97221,19494.64258,19803.65234,21337.26392,21337.26392,49891.18379,50936.68539,54813.06406,56364.1249,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.029052304,0.034684582,0.044673164,0.319501289,0.045279487,0.033780743,0.029290831,0.023974482,0.016256688,0.017413009,0.017413009,0.323260529,0.351978636,0.312487242,0.041264226,0.334051998,0.325060731,0.321991008,0.300769798,0.285868336,0.293658822,0.293658822,41.154808,383.644917,0,77,No,No,No,No,No,No,Yes,No,No,No,No,Yes,5609,6932,5971,195936,6567,6497,3720,3172,4819,5023,4607,2251,2306,2443,2481,2543,2564,1587,1603,1354,1399,1399,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,WA,Seattle,30413-9429,47.60171971838083,-122.3207522,WA_30413,30413,3SG 2x2,2014,2024,Yes,Yes,Present,2,Maj2,BROADWAY,SB,Two-way,25 mph,25,School zone static signs or road markings present,Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,Two sides,Two lanes,Physical median width ? 3 ft,Not present,Not present,0,Prohibited,Present,60,3/3 - yes,,2,,,,11,9939.963981,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,16637.16799,17020.39828,17215.3463,16998.85897,17394.17694,17719.77284,19094.53325,19514.97303,19825.9052,21359.43281,21359.43281,49891.18379,50936.68539,54813.06406,56364.1249,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,57450.37688,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.0290535,0.034736349,0.044729551,0.319488932,0.045358249,0.033865407,0.029300033,0.023962492,0.016278172,0.017408172,0.017408172,0.323183602,0.351881685,0.312492518,0.041305677,0.334172664,0.325094834,0.321916648,0.30071518,0.285786924,0.293423678,0.293423678,43.204518,382.422174,0,77,No,No,No,No,No,No,Yes,No,No,No,No,Yes,5635,6721,5791,189842,6284,6216,3554,3068,4664,4857,4454,2253,2308,2445,2482,2545,2566,1589,1604,1355,1400,1400,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,WA,Seattle,30413-14933,47.60170599701281,-122.320732,WA_30413,30413,3SG 2x2,2014,2024,Yes,Yes,Present,3,Min1,E YESLER WAY,WB,Two-way,25 mph,25,School zone static signs or road markings present,Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,One Side,Five lanes,Physical median width ? 3 ft,Not present,Not present,0,Permitted,Present,60,3/3 - yes,,5,,,,11,11690.80887,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,16622.16146,17004.27528,17197.42559,16979.52751,17374.8049,17697.77541,19073.00283,19495.50581,19808.1748,21343.80419,21343.80419,49891.18379,50936.68539,54813.06406,56364.1249,57447.82998,57447.82998,57447.82998,57447.82998,57447.82998,57447.82998,57447.82998,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.029069867,0.034776831,0.044768061,0.318917153,0.045364608,0.033888585,0.029312894,0.023973469,0.016293878,0.017422717,0.017422717,0.322643699,0.351409948,0.312000836,0.041297403,0.333604458,0.324553513,0.321313962,0.300173162,0.28540023,0.293164134,0.293164134,42.624861,380.653754,0,77,No,No,No,No,No,No,Yes,No,No,No,No,Yes,5673,6988,6021,195814,6529,6461,3692,3189,4849,5052,4633,2254,2309,2446,2484,2546,2567,1589,1605,1356,1401,1401,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,WA,Seattle,30448-19833,47.595822479894984,-122.3141186,WA_30448,30448,3SG 2x2,2017,2024,Yes,Yes,Present,1,Maj1,S DEARBORN ST,EB,Two-way,30 mph,30,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,One Side,Four lanes,Continuous central turning lane,Present,Not present,0,Permitted,Present,60,3/3 - yes,,4,1,0,0,8,21700,22400,22400,22400,22400,22400,22400,22400,22400,22400,22400,9860.572615,9567.029947,9624.988108,9472.456042,9165.985489,9042.94647,10310.4637,10172.09893,10819.57391,11330.68396,11330.68396,27745.90618,32987.42214,38688.65319,49125.84095,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.047629388,0.041355648,0.037124987,0.131536991,0.034592365,0.041360735,0.032416483,0.035741133,0.028976075,0.026348256,0.026348256,0.135872084,0.160412293,0.129141029,0.025238452,0.118596094,0.121704574,0.08685505,0.085458646,0.071387994,0.080950002,0.080950002,181.416673,270.698617,0,12,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,1884,1951,1388,4701,1381,1881,913,957,1480,1462,1341,743,787,852,975,1190,1183,751,746,643,657,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,WA,Seattle,30448-9837,47.59583610234599,-122.3140979,WA_30448,30448,3SG 2x2,2017,2024,Yes,Yes,Present,2,Min1,CORWIN PL S,SB,Two-way,20 mph,20,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Present,60,3/3 - yes,,2,,,,8,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,2084.905408,9864.243217,9571.719441,9626.24602,9471.300465,9165.206933,9043.405062,10318.66785,10181.89382,10828.04692,11339.17234,11339.17234,27745.90618,32987.42214,38688.65319,49125.84095,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.047645527,0.041433879,0.03723401,0.13162143,0.034622302,0.04134427,0.032346104,0.035596075,0.028848208,0.02629414,0.02629414,0.13586203,0.160340755,0.129160315,0.025326615,0.118735536,0.121806175,0.086858281,0.085399815,0.071373652,0.08080465,0.08080465,183.578407,268.547837,0,12,No,No,No,No,No,Yes,No,No,No,No,No,No,852,881,627,2125,624,849,412,431,666,659,604,1049,1111,1203,1376,1680,1670,1060,1054,909,927,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,WA,Seattle,30448-19834,47.595822405245606,-122.3140781,WA_30448,30448,3SG 2x2,2017,2024,Yes,Yes,Present,3,Maj2,S DEARBORN ST,WB,Two-way,30 mph,30,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,One Side,Four lanes,Central hatching or other flush separation (> 3 ft),Not present,Not present,0,Permitted,Present,60,3/3 - yes,,4,,,,8,21700,22400,22400,22400,22400,22400,22400,22400,22400,22400,22400,9856.437629,9561.274277,9617.56692,9465.025956,9155.501906,9033.150982,10304.43179,10165.45418,10812.28011,11319.45854,11319.45854,27745.90618,32987.42214,38688.65319,49125.84095,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,64973.9134,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.047660146,0.041430124,0.037157564,0.131113119,0.034606495,0.041412547,0.032424569,0.03572951,0.028936994,0.026277843,0.026277843,0.135419804,0.159763916,0.128663743,0.025270624,0.118252071,0.121234875,0.086431294,0.084934576,0.070974633,0.080148936,0.080148936,183.296639,268.846692,0,12,No,No,No,No,No,No,No,Yes,No,No,No,Yes,2206,2284,1625,5473,1616,2202,1069,1120,1731,1707,1566,1067,1131,1224,1400,1709,1699,1079,1072,924,943,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,WA,Seattle,30542-7987,47.59582926890713,-122.3263887,WA_30542,30542,4SG 1x2,2017,2024,Yes,Yes,Present,1,Min1,6TH AVE S,NB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,One lane,One-way roadway (no median),Present,Not present,0,Permitted,Present,60,4/4 - yes,,1,3,0,0,8,4243.384634,3000,3000,3000,1900,1900,1900,1900,1900,1900,1900,8094.960463,8411.546565,8585.414497,8388.728523,8301.787979,8489.718863,9217.991948,8955.467722,9625.395028,10327.44569,10327.44569,30315.7262,29703.19725,32085.82027,33892.84436,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.015849994,0.027905384,0.042710381,0.338309054,0.031773565,0.032193555,0.024608495,0.025656153,0.027990724,0.026673042,0.026673042,0.311969051,0.376405681,0.335921005,0.026617406,0.283634449,0.31248396,0.27079974,0.254216252,0.231317551,0.287900226,0.287900226,138.277885,266.045556,0,70,No,No,No,No,Yes,No,No,No,No,No,Yes,No,1355,2033,1875,75726,1328,1772,861,832,1442,1676,1537,1129,1139,1187,1204,1204,1216,755,746,646,666,666,3,1,1,1,0,0,0,2,0,1,0,9,1,0,1,0,0,0,0,2,0,0,0,4,2,1,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,WA,Seattle,30542-19826,47.59584293420107,-122.3264089,WA_30542,30542,4SG 1x2,2017,2024,Yes,Yes,Present,2,Maj1,S DEARBORN ST,EB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,None,Four lanes,Physical median width ? 3 ft,Present,Not present,0,Permitted,Present,60,4/4 - yes,,4,,,,8,21700,11500,11500,9500,9500,9500,6800,6800,6800,6800,6800,8106.297157,8424.71268,8598.854411,8402.481918,8315.419786,8504.154865,9230.03866,8964.168502,9633.84864,10336.65,10336.65,30488.91526,29887.84735,32364.7056,34128.43242,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.015790238,0.027864178,0.042714422,0.338684078,0.031760189,0.03211191,0.024536193,0.025578638,0.027946758,0.026646562,0.026646562,0.312547845,0.376828195,0.336426638,0.026629372,0.284006876,0.312925449,0.271500367,0.254766848,0.231873026,0.288408761,0.288408761,140.173835,264.724594,0,70,No,No,No,No,No,No,Yes,No,No,No,Yes,No,2971,4397,4058,163101,2911,3881,1856,1793,3110,3616,3316,1310,1321,1379,1398,1398,1412,877,866,750,774,774,3,1,1,1,0,0,0,2,0,1,0,9,1,0,1,0,0,0,0,2,0,0,0,4,2,1,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,WA,Seattle,30542-7986,47.595856630803034,-122.3263886,WA_30542,30542,4SG 1x2,2017,2024,Yes,Yes,Present,3,Min2,6TH AVE S,SB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Two lanes,Centerline only (no median),Present,Not present,0,Permitted,Present,60,4/4 - yes,,2,,,,8,4803.887736,7000,7000,7000,7000,6500,6500,6500,6500,6500,6500,8132.110371,8449.903808,8623.820883,8426.236895,8338.246931,8526.378546,9253.321368,8790.323409,9655.191459,10359.67082,10359.67082,30488.91526,29887.84735,32364.7056,34128.43242,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,34501.55297,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.015854107,0.027868781,0.042694495,0.338451805,0.031724034,0.032079991,0.02452276,0.025554136,0.027905757,0.026629519,0.026629519,0.312496853,0.376671341,0.336204661,0.026622445,0.283918115,0.312708506,0.27139213,0.254673378,0.231709135,0.288314259,0.288314259,139.17747,263.024739,0,70,No,No,No,No,No,Yes,No,No,No,No,Yes,No,1470,2283,2105,85184,1525,2025,985,951,1649,1918,1759,1146,1156,1206,1223,1223,1235,767,750,656,677,677,3,1,1,1,0,0,0,2,0,1,0,9,1,0,1,0,0,0,0,2,0,0,0,4,2,1,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,WA,Seattle,30542-19827,47.59584292,-122.3263684,WA_30542,30542,4SG 1x2,2017,2024,Yes,Yes,Present,4,Maj2,S DEARBORN ST,WB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path with barrier,Bicycle path and signalized without refuge,None,None,Four lanes,Central hatching or other flush separation (> 3 ft),Not present,Not present,0,Permitted,Present,60,4/4 - yes,,4,,,,8,21700,9000,9000,9000,9000,10900,10900,10900,10900,10900,10900,8120.650547,8436.610311,8610.250207,8412.36518,8324.494106,8511.821121,9241.168334,9037.824915,9646.680592,10350.4158,10350.4158,30315.7262,29703.19725,32085.82027,33892.84436,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,34229.03489,4.9,4.7,5.6,5.4,5.6,4.7,5.6,5.6,4.7,4.7,5.1,0.015913614,0.027909935,0.04269055,0.338078062,0.031737289,0.032161782,0.024595055,0.025631665,0.027949689,0.026655909,0.026655909,0.311919122,0.376250306,0.335700643,0.026610441,0.283546098,0.312267776,0.270691765,0.254122966,0.231153923,0.287805752,0.287805752,137.266128,264.35974,0,70,No,No,No,No,No,No,No,No,No,No,No,Yes,3018,4409,4062,163664,2944,3964,1926,1862,3226,3751,3440,1413,1425,1485,1507,1507,1521,945,936,808,833,833,3,1,1,1,0,0,0,2,0,1,0,9,1,0,1,0,0,0,0,2,0,0,0,4,2,1,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
